y-axis,value1,value2,value3,value4
0,21161,18,19560,14
0,21122,18,19493,15
0,21140,18,19460,16
0,21208,17,19462,15
0,21238,18,19430,14
0,21342,17,19498,15
0,21376,19,19532,15
0,21375,18,19563,15
0,21284,18,19549,13
0,21175,19,19532,15
10,21439,19,19306,13
10,21099,19,19622,15
10,21169,20,19662,14
10,21040,20,19878,15
10,21251,19,19769,15
10,21302,18,19754,15
10,21609,19,19408,15
10,21577,19,19437,15
10,21636,19,19353,16
10,21501,19,19550,14
20,21686,18,19182,15
20,21235,19,19623,16
20,20903,20,20037,14
20,20807,18,20186,15
20,20910,18,20043,15
20,20851,19,20173,14
20,21324,18,19671,15
20,21414,18,19537,16
20,21575,19,19417,15
20,21491,18,19442,15
30,21707,19,19133,16
30,21084,19,19782,16
30,20728,19,20178,15
30,20800,20,20109,14
30,20607,18,20263,15
30,20588,18,20269,15
30,21249,21,19606,16
30,21332,20,19531,16
30,21521,21,19339,15
30,21681,19,19183,16
40,21785,21,19347,16
40,21237,19,19913,16
40,21097,20,20026,13
40,20919,18,20174,16
40,20813,20,20312,16
40,20929,20,20217,16
40,21511,20,19635,15
40,21432,20,19700,16
40,21817,18,19302,17
40,21877,19,19163,16
50,21493,20,19417,16
50,21159,21,19835,16
50,20889,21,20118,17
50,20814,19,20238,15
50,20787,20,20261,16
50,20883,21,20213,16
50,21205,20,19836,16
50,21255,22,19702,16
50,21464,19,19400,16
50,21369,20,19445,16
60,21253,21,19460,17
60,20858,20,19931,17
60,20724,22,20260,16
60,20612,20,20408,17
60,20511,20,20388,17
60,20391,20,20294,15
60,20829,21,19779,16
60,20838,21,19752,18
60,21105,22,19577,17
60,21125,21,19624,16
70,21369,21,19444,15
70,20953,22,19838,18
70,20520,22,20249,18
70,20471,22,20234,18
70,20341,21,20224,16
70,20354,21,20133,17
70,20765,21,19662,17
70,20890,21,19593,17
70,21069,21,19386,16
70,21122,23,19329,17
80,21455,21,19323,17
80,20836,20,19893,18
80,20583,22,20156,17
80,20470,21,20187,17
80,20358,21,20252,17
80,20320,21,20227,16
80,20909,22,19647,19
80,20915,22,19635,17
80,21225,23,19419,17
80,21341,22,19379,18
90,21348,23,19568,18
90,20906,23,20037,18
90,20583,21,20274,19
90,20479,22,20304,17
90,20340,22,20345,17
90,20496,23,20190,17
90,20972,23,19695,18
90,21014,24,19665,18
90,21378,24,19472,19
90,21506,23,19490,19
100,21490,24,19591,20
100,20929,24,19957,18
100,20583,24,20184,18
100,20506,22,20299,19
100,20577,23,20364,18
100,20684,23,20300,20
100,21141,24,19915,19
100,21347,24,19740,18
100,21512,25,19611,18
100,21490,24,19497,19
110,21422,25,19546,19
110,20941,25,20034,21
110,20796,25,20402,19
110,20772,25,20546,18
110,20737,24,20551,19
110,20851,24,20336,18
110,21189,25,19916,19
110,21425,25,19658,19
110,21445,25,19612,19
110,21571,25,19450,19
120,21508,26,19657,20
120,21057,28,20255,22
120,20936,25,20462,21
120,20673,24,20682,20
120,20715,26,20573,21
120,20856,25,20401,19
120,21221,25,19974,20
120,21385,28,19712,19
120,21508,25,19544,21
120,21543,27,19509,19
130,21443,27,19586,21
130,20934,27,20109,22
130,20729,26,20364,19
130,20583,25,20465,19
130,20591,27,20482,21
130,20829,25,20345,21
130,21198,27,19973,22
130,21447,25,19710,22
130,21502,26,19647,20
130,21634,28,19500,21
140,21416,29,19628,22
140,20901,28,20160,21
140,20738,29,20329,21
140,20539,27,20544,20
140,20559,28,20463,21
140,20671,27,20272,23
140,21024,28,19809,21
140,21127,29,19567,20
140,21324,28,19505,21
140,21473,28,19501,23
150,21346,29,19615,22
150,20768,30,20023,22
150,20496,29,20204,23
150,20403,28,20302,22
150,20389,29,20321,21
150,20583,29,20160,23
150,20990,30,19859,24
150,21258,31,19620,24
150,21251,30,19543,23
150,21289,29,19328,23
160,21207,30,19526,24
160,20684,30,20019,25
160,20497,30,20159,23
160,20277,29,20348,23
160,20274,29,20281,24
160,20429,29,20152,22
160,20765,33,19754,22
160,20939,31,19580,25
160,21109,30,19465,25
160,21185,30,19412,22
170,21261,32,19582,26
170,20713,32,20051,25
170,20479,31,20273,26
170,20383,31,20367,24
170,20378,31,20369,25
170,20533,32,20213,26
170,20851,33,19831,26
170,21060,32,19548,26
170,21119,33,19502,27
170,21241,33,19387,25
180,21195,34,19556,26
180,20743,34,20113,26
180,20651,33,20357,26
180,20506,32,20582,26
180,20464,35,20513,26
180,20534,33,20287,25
180,20849,34,19809,27
180,21082,35,19646,28
180,21250,35,19622,28
180,21368,35,19540,28
190,21270,36,19697,28
190,20693,36,20149,29
190,20429,35,20366,28
190,20338,35,20432,28
190,20321,36,20445,28
190,20556,36,20301,28
190,20915,36,20061,29
190,21246,37,19818,30
190,21331,37,19770,29
190,21438,39,19687,28
200,21171,39,19688,31
200,20665,39,20232,32
200,20523,39,20346,29
200,20352,37,20579,29
200,20365,38,20583,31
200,20568,38,20464,30
200,20998,39,20093,30
200,21156,42,19919,32
200,21278,40,19806,32
200,21375,42,19704,34
210,21441,43,19858,35
210,20947,43,20351,35
210,20686,40,20592,35
210,20550,41,20678,33
210,20538,41,20644,34
210,20747,41,20474,35
210,21068,46,20115,35
210,21364,45,19866,36
210,21462,45,19804,37
210,21573,46,19682,37
220,21337,47,19783,39
220,20746,49,20226,39
220,20516,45,20362,37
220,20271,43,20503,36
220,20308,46,20467,39
220,20538,45,20418,36
220,20971,50,20068,41
220,21191,50,19900,41
