y-axis,value1,value2,value3,value4
330,19014,86,19472,54
330,19516,89,18955,55
330,20151,90,18314,56
330,20221,91,18289,56
330,20325,89,18107,57
340,19687,90,18549,56
340,18736,90,19416,58
340,18547,89,19719,56
340,18062,88,20142,57
340,18155,89,20066,58
340,18598,89,19543,57
340,19177,93,19094,60
340,19958,91,18243,58
340,19998,93,18352,59
340,20234,92,18091,59
350,20068,93,18117,62
350,18874,94,19243,61
350,18744,92,19373,60
350,18327,91,19842,59
350,18399,93,19828,63
350,18915,90,19290,60
350,19427,94,18843,63
350,20044,94,18213,63
350,20062,93,18236,64
350,20177,95,18020,62
360,19859,94,18233,64
360,18953,96,19013,65
360,18670,95,19322,62
360,18366,94,19752,63
360,18414,95,19655,64
360,18823,96,19296,64
360,19266,97,18678,66
360,20068,94,17980,65
360,19852,98,18088,66
360,20137,97,17905,67
370,19416,98,18578,70
370,18262,97,19691,70
370,18093,97,19924,67
370,17680,97,20388,66
370,17747,98,20231,68
370,18280,98,19815,68
370,18775,102,19257,71
370,19477,101,18671,71
370,19480,102,18722,73
370,19681,102,18511,70
380,19212,105,19100,78
380,18375,107,19990,78
380,18058,101,20303,75
380,17596,100,20736,74
380,17713,102,20416,77
380,18197,103,20055,75
380,18660,112,19463,85
380,19494,108,18558,80
380,19255,113,18943,83
380,19520,109,18500,78
390,19296,118,18992,89
390,18245,121,20043,92
390,18135,110,20304,84
390,17733,109,20816,83
390,18038,115,20419,88
390,18450,116,19927,90
390,19081,134,19268,102
390,19703,127,18539,97
390,19581,136,18763,105
390,19720,126,18616,94
400,19232,148,18836,116
400,18428,151,19613,122
400,18120,127,20174,100
400,17922,127,20446,101
400,18250,137,20146,110
400,18692,147,19577,118
400,19314,176,18983,141
400,20192,167,18189,127
400,19854,185,18462,146
400,20023,155,18289,120
410,19449,217,18734,177
410,18337,216,19624,188
410,18117,168,19993,140
410,17700,175,20452,148
410,18071,189,19924,162
410,18629,218,19387,187
410,19087,271,18689,230
410,19742,269,18016,221
410,19585,291,18314,241
410,19539,238,18308,193
420,19141,351,18866,310
420,18474,349,19583,321
420,18043,250,20296,228
420,17826,260,20505,243
420,18210,302,19982,281
420,18558,360,19400,332
420,18970,457,18562,413
420,19730,425,17821,360
420,19172,473,18119,417
420,19484,373,18188,320
430,18755,579,18387,536
430,17807,570,19273,567
430,17726,417,19732,409
430,17394,433,20257,439
430,17736,502,19617,502
430,18092,583,18918,564
430,18497,774,18126,725
430,19198,752,17622,666
430,18799,822,17662,747
430,18975,642,17808,573
440,18127,972,17859,933
440,17395,960,18445,977
440,17363,677,19416,705
440,17095,716,19555,760
440,17301,852,18915,882
440,17486,1008,18218,1019
440,17756,1305,17346,1260
440,18631,1244,16799,1116
440,17959,1379,16860,1290
440,18355,1071,17262,992
450,17224,1638,16826,1597
450,16406,1535,17651,1627
450,16538,1137,18540,1228
450,16169,1255,18561,1394
450,16456,1377,18099,1477
450,16896,1749,16959,1738
450,16861,2042,16279,1964
450,17434,2084,15942,1899
450,17142,2075,16069,1933
450,17396,1707,16698,1610
460,15988,2490,16089,2507
460,15634,2312,16758,2457
460,15739,1788,17789,1984
460,15568,1995,17496,2215
460,15415,2299,16893,2517
460,15845,2807,15603,2796
460,15846,3172,15028,3054
460,16335,3110,14661,2849
460,15875,3083,14950,2957
460,16306,2575,15641,2512
470,14763,3618,14697,3682
470,14202,3382,15568,3759
470,14575,2762,16502,3143
470,14176,2968,16184,3426
470,14100,3329,15494,3712
470,14376,4025,14224,4089
470,13960,4551,13349,4473
470,14511,4518,13225,4249
470,14139,4435,13472,4343
470,14650,3748,14279,3743
480,12882,5090,13149,5324
480,12577,4808,13798,5378
480,12978,3937,15033,4610
480,12691,4277,14596,5002
480,12319,4806,13785,5487
480,12403,5646,12455,5823
480,12175,6299,11751,6252
480,12691,6272,11612,5913
480,12329,6207,11823,6116
480,12987,5351,12782,5383
490,11105,6866,11154,7119
490,10762,6408,11843,7275
490,11399,5451,13030,6390
490,10980,5801,12580,6849
490,10772,6352,11843,7216
490,10554,7481,10427,7679
490,10134,8217,9626,8128
490,10545,8253,9532,7770
490,10315,8090,9768,7977
490,11081,7145,10694,7155
500,9149,8566,9304,9081
500,8778,8116,9753,9373
500,9695,7008,11198,8359
500,9247,7310,10830,8833
500,8839,7971,10014,9305
500,8648,9041,8935,9632
500,8221,9980,8029,10045
500,8748,10168,7909,9471
500,8352,10138,7917,9889
500,9263,9283,8759,9026
510,7436,10776,7159,10807
510,7160,10177,7575,11222
510,8012,8891,8889,10237
510,7559,9128,8560,10767
510,7376,9755,7946,10972
510,7028,10934,6945,11316
510,6496,11917,6113,11794
510,6794,12197,6021,11362
510,6555,12178,5969,11668
510,7417,11131,6935,10933
520,5480,12487,5447,13115
520,5461,11916,5792,13328
520,6197,10502,6989,12430
520,5787,10930,6563,13042
520,5459,11619,5988,13439
520,5064,13059,4977,13565
520,4707,13722,4450,13770
520,4947,14074,4418,13287
520,4799,13861,4447,13598
520,5431,12963,5185,13035
530,3846,14281,3770,14958
530,3817,13469,4110,15507
530,4404,12446,4964,14815
530,4062,12637,4589,15154
530,3806,13231,4138,15366
530,3487,14589,3396,15244
530,3172,15311,2957,15417
530,3364,15688,2992,15002
530,3303,15265,3059,15225
530,3890,14607,3695,14782
540,2756,15359,2672,16366
540,2730,14723,2837,16821
540,3292,13547,3670,16324
540,3011,13940,3301,16692
540,2720,14600,2879,17055
540,2443,15873,2323,16789
540,2203,16543,1998,16864
540,2333,16813,2009,16142
540,2254,16539,2031,16676
540,2704,15868,2521,16334
550,1753,16586,1641,17852
550,1751,15558,1795,18406
550,2141,14895,2316,18202
550,1931,14914,2088,18435
550,1762,15461,1820,18417
550,1538,16833,1416,17999
550,1345,17383,1186,17953
550,1426,17820,1203,17435
550,1390,17317,1215,17703
550,1718,16801,1560,17518
560,1114,16848,1028,18889
560,1118,16057,1104,19469
560,1435,15246,1516,19276
560,1265,15552,1311,19560
560,1102,15955,1099,19590
560,946,17279,849,18952
560,832,17785,720,18787
560,890,18180,737,18128
560,852,17760,733,18629
560,1069,17428,936,18402
570,657,17682,576,19317
570,645,16769,614,20366
570,844,16247,833,20172
570,764,16029,778,20744
570,689,16657,661,20288
570,590,17447,538,19889
570,478,18130,414,19420
570,500,18855,418,18765
570,463,18495,393,19022
570,580,18263,494,18998
580,380,18191,338,19493
580,353,17475,334,20443
580,505,16755,487,20610
580,463,16470,453,21028
580,411,16970,392,20685
580,347,17628,326,20351
580,287,18290,262,19705
580,310,19044,270,18882
580,273,18708,249,19362
580,348,18866,301,19181
590,223,18629,215,19855
590,214,17502,216,21028
590,287,16988,284,20986
590,268,16556,271,21531
590,244,17042,246,21085
590,218,17585,218,20620
590,179,18344,180,20040
590,187,18998,178,19313
590,171,18779,170,19642
590,207,18845,197,19556
600,152,18484,155,20354
600,148,17703,157,21095
600,187,17205,197,21573
600,175,16826,189,21889
600,162,17272,173,21456
600,144,17776,158,21033
600,130,18430,139,20378
600,136,19233,139,19471
600,128,18917,134,19824
600,143,19054,146,19598
610,115,18866,125,20129
610,114,17795,128,21217
610,130,17653,143,21437
610,125,17117,144,21980
610,121,17637,137,21505
610,116,18102,129,20989
610,104,18733,118,20374
610,104,19359,116,19728
610,104,19126,115,19918
610,110,19116,119,19761
620,98,18625,114,20434
620,98,17915,114,21223
620,106,17414,125,21603
620,105,17104,124,22134
620,101,17559,120,21632
620,97,17914,113,21274
620,94,18625,109,20640
620,95,19466,107,19789
620,94,19073,108,20227
620,97,19230,108,19956
630,89,18918,104,20325
630,86,17876,107,21609
630,91,17632,112,21705
630,93,17161,116,22265
630,90,17575,111,21849
630,89,18017,109,21492
630,85,18716,102,20783
630,85,19313,100,20047
630,83,19198,100,20256
630,86,19364,100,20012
640,82,18819,98,20385
640,80,17982,100,21340
640,86,17753,105,21587
640,86,17325,108,22094
640,83,17623,107,21838
640,82,17958,103,21518
640,81,18630,99,20733
640,79,19380,95,19905
640,78,19243,94,20266
640,78,19478,93,20012
650,74,19107,90,20116
650,72,17958,97,21283
650,78,17879,100,21525
650,79,17377,102,22080
650,76,17560,99,21855
650,74,17957,98,21445
650,73,18503,94,20710
650,73,19120,91,20015
650,71,19097,89,20087
650,72,19198,90,19930
660,69,19100,86,20145
660,68,18138,88,21033
660,73,17920,94,21482
660,73,17518,96,21883
660,71,17627,95,21758
660,70,17858,94,21383
660,66,18666,84,20754
660,67,19303,84,19978
660,67,19195,84,20058
660,68,19514,84,19914
670,63,19331,81,20140
670,64,18215,83,21308
670,66,17937,87,21525
670,67,17474,90,21937
670,66,17497,88,21811
670,65,17993,86,21434
670,64,18592,81,20713
670,64,19186,78,20237
670,63,19256,76,20097
670,63,19361,78,19860
680,61,18948,76,20144
680,58,18053,75,20909
680,63,17761,82,21426
680,63,17389,83,21712
680,61,17585,82,21689
680,62,17972,80,21334
680,58,18563,73,20683
680,58,19318,70,20084
680,59,19366,71,20131
680,59,19496,70,19916
690,56,19170,68,20056
690,55,18035,70,21260
690,58,17808,76,21469
690,59,17383,78,22009
690,58,17439,75,21774
690,57,17981,72,21309
690,55,18543,68,20677
690,55,19202,68,20141
690,54,19242,65,19961
690,56,19415,65,19896
700,53,19251,62,20336
700,52,18401,64,21250
