y-axis,value1,value2,value3,value4
0,21228,30,13836,19
0,21145,29,13839,19
0,21078,29,13789,18
0,21232,29,13794,20
0,21281,29,13623,20
0,21414,29,13478,17
0,21526,28,13344,21
0,21627,29,13259,18
0,21725,29,13234,18
0,21716,29,13289,21
10,22652,28,12381,18
10,20393,30,14392,19
10,21378,29,13447,17
10,19595,29,15091,19
10,20456,29,14451,19
10,20284,27,14519,18
10,21600,29,13353,17
10,21601,30,13512,18
10,22457,28,12705,19
10,21345,29,13808,17
20,22646,27,12459,20
20,20738,27,14192,19
20,20006,28,14815,18
20,19179,26,15525,19
20,19378,28,15387,17
20,19723,28,14923,19
20,20754,26,14036,18
20,21900,27,13132,19
20,22478,28,12628,18
20,22016,28,13055,19
30,22565,26,12241,21
30,20347,26,14237,22
30,20166,27,14485,20
30,19474,27,15218,20
30,18979,27,15426,21
30,19330,25,15131,20
30,20902,24,13709,22
30,21351,25,13366,22
30,22067,25,12606,22
30,21648,25,12997,22
40,22459,24,12332,25
40,20128,22,14336,23
40,19877,25,14611,23
40,18976,25,15546,23
40,18424,23,15961,26
40,19327,24,14902,25
40,20455,24,14070,24
40,21091,23,13346,26
40,22438,23,12358,24
40,22192,23,12489,25
50,21671,21,12883,28
50,19750,22,14497,27
50,19685,22,14486,27
50,18644,23,15470,26
50,18716,21,15396,29
50,19463,22,14881,29
50,20709,22,13730,29
50,21244,21,13260,29
50,22438,22,12118,29
50,21386,21,13067,29
60,21801,20,12583,31
60,19791,21,14196,31
60,19557,20,14488,30
60,18873,22,15396,30
60,18617,21,15612,31
60,19228,20,14901,31
60,20133,19,14039,31
60,21016,21,13353,32
60,21823,21,12620,33
60,21162,19,13168,33
70,21938,19,12738,34
70,19906,20,14502,34
70,19569,20,14868,34
70,18505,20,15720,32
70,18390,20,15910,34
70,18787,20,15462,32
70,20214,19,14205,33
70,20753,20,13591,34
70,21797,20,12638,33
70,20986,20,13333,33
80,21927,19,12700,33
80,19326,19,14791,34
80,18971,19,15168,32
80,18364,20,15950,33
80,17710,19,16308,32
80,18641,20,15643,32
80,19810,16,14607,33
80,20537,19,13780,33
80,21618,18,12946,34
80,21246,19,13247,34
90,21090,18,13179,33
90,18961,18,14858,32
90,18977,19,15167,32
90,17941,19,16184,33
90,17514,18,16279,32
90,18357,19,15709,33
90,19713,16,14321,33
90,20199,18,13762,32
90,21590,17,12759,34
90,20985,19,13322,33
100,20944,18,13377,31
100,19105,18,14976,32
100,18390,18,15450,31
100,17956,18,16160,31
100,17638,17,16255,31
100,18601,17,15162,32
100,19234,16,14775,32
100,20763,16,13320,31
100,20802,17,13264,32
100,21074,16,13235,32
110,20733,16,13666,31
110,18600,17,15332,31
110,18403,18,15590,31
110,17564,18,16431,30
110,17456,17,16670,29
110,18333,18,15701,31
110,19353,18,15136,30
110,20845,17,13634,29
110,20757,18,13778,30
110,21106,18,13634,29
120,20954,19,13826,30
120,18715,19,15742,30
120,18341,18,15984,30
120,17531,18,16969,31
120,17605,18,17056,31
120,18675,19,15574,31
120,19437,19,15246,31
120,20836,19,13580,30
120,21145,21,13551,30
120,21194,20,13509,30
130,20733,21,13890,30
130,19022,22,15564,32
130,18749,20,16007,30
130,17670,20,16816,32
130,17736,21,17062,33
130,18703,20,16034,32
130,19459,22,15182,32
130,20954,21,13725,31
130,20887,21,13799,30
130,20802,20,13549,32
140,20801,23,13762,34
140,18879,25,15880,33
140,18362,23,16027,35
140,17463,21,17024,32
140,17633,22,17048,34
140,18630,23,15916,34
